ref_ds,ref_fournisseur,libelle_source,groupe_articles,code_remise,code_barre,type_code_barre,source_ligne
CHNAE813813,NAE813813-4,Chapeau Napoléon 813X813 mm,CHEM,A08,5900856819724,EAN13,2406
CHNAE875500,NAE875500-4,Chapeau Napoléon 875X500 mm,CHEM,A08,5900856819731,EAN13,2407
CHNAE875563,NAE875563-4,Chapeau Napoléon 875X563 mm,CHEM,A08,5900856819748,EAN13,2408
CHNAE875625,NAE875625-4,Chapeau Napoléon 875X625 mm,CHEM,A08,5900856711332,EAN13,2409
CHNAE875688,NAE875688-4,Chapeau Napoléon 875X688 mm,CHEM,A08,5900856711349,EAN13,2410
CHNAE875750,NAE875750-4,Chapeau Napoléon 875X750 mm,CHEM,A08,5900856819755,EAN13,2411
CHNAE875813,NAE875813-4,Chapeau Napoléon 875X813 mm,CHEM,A08,5900856819762,EAN13,2412
CHNAE875875,NAE875875-4,Chapeau Napoléon 875X875 mm,CHEM,A08,5900856819779,EAN13,2413
CHNAE938500,NAE938500-4,Chapeau Napoléon 938X500 mm,CHEM,A08,5900856819786,EAN13,2414
CHNAE938563,NAE938563-4,Chapeau Napoléon 938X563 mm,CHEM,A08,5900856819793,EAN13,2415
CHNAE938625,NAE938625-4,Chapeau Napoléon 938X625 mm,CHEM,A08,5900856819809,EAN13,2416
CHNAE938688,NAE938688-4,Chapeau Napoléon 938X688 mm,CHEM,A08,5900856819816,EAN13,2417
CHNAE938750,NAE938750-4,Chapeau Napoléon 938X750 mm,CHEM,A08,5900856819823,EAN13,2418
CHNAE938813,NAE938813-4,Chapeau Napoléon 938X813 mm,CHEM,A08,5900856819830,EAN13,2419
CHNAE938875,NAE938875-4,Chapeau Napoléon 938X875 mm,CHEM,A08,5900856819847,EAN13,2420
CHNAE938938,NAE938938-4,Chapeau Napoléon 938X938 mm,CHEM,A08,5900856819854,EAN13,2421
CKA01080,TWIN 13,Elément droit 1000 mm + Couleur RAL Twin KA Couleur RAL Ø 80\125 mm,CHEM,A05,5900856748444,EAN13,2422
CKA02060,TWIN 14,Elément droit 500 mm + Couleur RAL Twin KA Couleur RAL Ø 60\100 mm,CHEM,A05,5900856748529,EAN13,2423
CKA02080,TWIN 14,Elément droit 500 mm + Couleur RAL Twin KA Couleur RAL Ø 80\125 mm,CHEM,A05,5900856748529,EAN13,2424
CKA11080,370-TW701080/125,Finition verticale courte + Couleur RAL Twin KA Couleur RAL Ø 80\125 mm,CHEM,A05,5900856452051,EAN13,2425
CLVA001125,CLV02125/215,,CHEM,N03,5900856516432,EAN13,2426
CLVA001140,CLV02140/280,Elément 1000 mm,CHEM,N03,5900856004700,EAN13,2427
CLVA001140B,CLV02140/225,,CHEM,N03,5900856138542,EAN13,2428
CLVA001150,CLV02150/240,,CHEM,N03,5900856138535,EAN13,2429
CLVA001160,CLV02160/315,Elément 1000 mm,CHEM,N03,5900856004717,EAN13,2430
CLVA001160B,CLV02160/260,,CHEM,N03,5900856138528,EAN13,2431
CLVA001180,CLV02180/350,Elément 1000 mm,CHEM,N03,5900856004724,EAN13,2432
CLVA001180B,CLV02180/290,,CHEM,N03,5900856138511,EAN13,2433
CLVA001200,CLV02200/400,Elément 1000 mm,CHEM,N03,5900856004731,EAN13,2434
CLVA001200B,CLV02200/320,,CHEM,N03,5900856138504,EAN13,2435
CLVA001225,CLV02225/450,Elément 1000 mm,CHEM,N03,5900856004748,EAN13,2436
CLVA001225B,CLV02225/360,,CHEM,N03,5900856138498,EAN13,2437
CLVA001250,CLV02250/500,Elément 1000 mm,CHEM,N03,5900856004755,EAN13,2438
CLVA001250B,CLV02250/400,,CHEM,N03,5900856138481,EAN13,2439
CLVA001280,CLV02280/560,Elément 1000 mm,CHEM,N03,5900856004762,EAN13,2440
CLVA001300,CLV02300/480,,CHEM,N03,5900856138474,EAN13,2441
CLVA001315,CLV02315/630,,CHEM,N03,5900856004779,EAN13,2442
CLVA002140,CLV03140/280,Elément 500 mm,CHEM,N03,5900856004786,EAN13,2443
CLVA002140B,CLV03140/225,,CHEM,N03,5900856138443,EAN13,2444
CLVA002150,CLV03150/240,,CHEM,N03,5900856138436,EAN13,2445
CLVA002160,CLV03160/315,Elément 500 mm,CHEM,N03,5900856004793,EAN13,2446
CLVA002160B,CLV03160/260,,CHEM,N03,5900856138429,EAN13,2447
CLVA002180,CLV03180/350,Elément 500 mm,CHEM,N03,5900856004809,EAN13,2448
CLVA002180B,CLV03180/290,,CHEM,N03,5900856138412,EAN13,2449
CLVA002200,CLV03200/400,Elément 500 mm,CHEM,N03,5900856004816,EAN13,2450
CLVA002200B,CLV03200/320,,CHEM,N03,5900856138405,EAN13,2451
CLVA002225,CLV03225/450,Elément 500 mm,CHEM,N03,5900856004823,EAN13,2452
CLVA002225B,CLV03225/360,,CHEM,N03,5900856138399,EAN13,2453
CLVA002250,CLV03250/500,Elément 500 mm,CHEM,N03,5900856004830,EAN13,2454
CLVA002250B,CLV03250/400,,CHEM,N03,5900856138382,EAN13,2455
CLVA002280,CLV03280/560,Elément 500 mm,CHEM,N03,5900856004847,EAN13,2456
CLVA002300,CLV03300/480,,CHEM,N03,5900856138375,EAN13,2457
CLVA002315,CLV03315/630,,CHEM,N03,5900856004854,EAN13,2458
CLVA003140,CLV04140/280,Elément 250 mm,CHEM,N03,5900856004861,EAN13,2459
CLVA003140B,CLV04140/225,,CHEM,N03,5900856138344,EAN13,2460
CLVA003150,CLV04150/240,,CHEM,N03,5900856138337,EAN13,2461
CLVA003160,CLV04160/315,Elément 250 mm,CHEM,N03,5900856004878,EAN13,2462
CLVA003160B,CLV04160/260,,CHEM,N03,5900856138320,EAN13,2463
CLVA003180,CLV04180/350,Elément 250 mm,CHEM,N03,5900856004885,EAN13,2464
CLVA003180B,CLV04180/290,,CHEM,N03,5900856138313,EAN13,2465
CLVA003200,CLV04200/400,Elément 250 mm,CHEM,N03,5900856004892,EAN13,2466
CLVA003200B,CLV04200/320,,CHEM,N03,5900856138306,EAN13,2467
CLVA003225,CLV04225/450,Elément 250 mm,CHEM,N03,5900856004908,EAN13,2468
CLVA003225B,CLV04225/360,,CHEM,N03,5900856138290,EAN13,2469
CLVA003250,CLV04250/500,Elément 250 mm,CHEM,N03,5900856004915,EAN13,2470
CLVA003250B,CLV04250/400,,CHEM,N03,5900856138283,EAN13,2471
CLVA003280,CLV04280/560,Elément 250 mm,CHEM,N03,5900856004922,EAN13,2472
CLVA003300,CLV04300/480,,CHEM,N03,5900856138276,EAN13,2473
CLVA003315,CLV04315/630,,CHEM,N03,5900856004939,EAN13,2474
CLVA004140,CLV68140/280,Elément 460 mm + inspection,CHEM,N03,5900856007053,EAN13,2475
CLVA004160,CLV68160/315,Elément 460 mm + inspection,CHEM,N03,5900856007060,EAN13,2476
CLVA004180,CLV68180/350,Elément 460 mm + inspection,CHEM,N03,5900856007077,EAN13,2477
CLVA004200,CLV68200/400,Elément 460 mm + inspection,CHEM,N03,5900856007084,EAN13,2478
CLVA004225,CLV68225/450,Elément 460 mm + inspection,CHEM,N03,5900856007091,EAN13,2479
CLVA004250,CLV68250/500,Elément 460 mm + inspection,CHEM,N03,5900856007107,EAN13,2480
CLVA004280,CLV68280/560,Elément 460 mm + inspection,CHEM,N03,5900856007114,EAN13,2481
CLVA004315,CLV68315/630,,CHEM,N03,5900856007121,EAN13,2482
CLVA004P140/280,CLV-P68140/280,Elément 460 mm + inspection,CHEM,N03,5900856825756,EAN13,2483
CLVA004P160/315,CLV-P68160/315,Elément 460 mm + inspection,CHEM,N03,5900856827125,EAN13,2484
CLVA004P180/290,CLV-P68180/290,Elément 460 mm + inspection,CHEM,N03,5900856875515,EAN13,2485
CLVA004P180/350,CLV-P68180/350,Elément 460 mm + inspection,CHEM,N03,5900856915136,EAN13,2486
CLVA005140,CLV29140/280,Elément ajustable 1070 - 1440 mm,CHEM,N03,5900856006230,EAN13,2487
CLVA005140B,CLV29140/225,,CHEM,N03,5900856136616,EAN13,2488
CLVA005150,CLV29150/240,,CHEM,N03,5900856136609,EAN13,2489
CLVA005160,CLV29160/315,Elément ajustable 1070 - 1440 mm,CHEM,N03,5900856006247,EAN13,2490
CLVA005160B,CLV29160/260,,CHEM,N03,5900856136593,EAN13,2491
CLVA005180,CLV29180/350,Elément ajustable 1070 - 1440 mm,CHEM,N03,5900856006254,EAN13,2492
CLVA005180B,CLV29180/290,,CHEM,N03,5900856136586,EAN13,2493
CLVA005200,CLV29200/400,Elément ajustable 1070 - 1440 mm,CHEM,N03,5900856006261,EAN13,2494
CLVA005200B,CLV29200/320,,CHEM,N03,5900856136579,EAN13,2495
CLVA005225,CLV29225/450,Elément ajustable 1070 - 1440 mm,CHEM,N03,5900856006278,EAN13,2496
CLVA005225B,CLV29225/360,,CHEM,N03,5900856136562,EAN13,2497
CLVA005250,CLV29250/500,Elément ajustable 1070 - 1440 mm,CHEM,N03,5900856006285,EAN13,2498
CLVA005250B,CLV29250/400,,CHEM,N03,5900856136555,EAN13,2499
CLVA005280,CLV29280/560,Elément ajustable 1070 - 1440 mm,CHEM,N03,5900856006292,EAN13,2500
CLVA005300,CLV29300/480,,CHEM,N03,5900856136548,EAN13,2501
CLVA005315,CLV29315/630,,CHEM,N03,5900856006308,EAN13,2502
CLVA006140,CLV16140/280,Té 87° piquage 60/100,CHEM,N03,5900856005349,EAN13,2503
CLVA006140B,CLV16140/225,,CHEM,N03,5900856137422,EAN13,2504
CLVA006150,CLV16150/240,,CHEM,N03,5900856137415,EAN13,2505
CLVA006160,CLV16160/315,Té 87° piquage 60/100,CHEM,N03,5900856005356,EAN13,2506
CLVA006160B,CLV16160/260,,CHEM,N03,5900856137408,EAN13,2507
CLVA006180,CLV16180/350,Té 87° piquage 60/100,CHEM,N03,5900856005363,EAN13,2508
CLVA006180B,CLV16180/290,,CHEM,N03,5900856137392,EAN13,2509
CLVA006200,CLV16200/400,Té 87° piquage 60/100,CHEM,N03,5900856005370,EAN13,2510
CLVA006200B,CLV16200/320,,CHEM,N03,5900856137385,EAN13,2511
CLVA006225,CLV16225/450,Té 87° piquage 60/100,CHEM,N03,5900856005387,EAN13,2512
CLVA006225B,CLV16225/360,,CHEM,N03,5900856137378,EAN13,2513
CLVA006250,CLV16250/500,Té 87° piquage 60/100,CHEM,N03,5900856005394,EAN13,2514
CLVA006250B,CLV16250/400,,CHEM,N03,5900856137361,EAN13,2515
CLVA006280,CLV16280/560,Té 87° piquage 60/100,CHEM,N03,5900856005400,EAN13,2516
CLVA006300,CLV16300/480,,CHEM,N03,5900856137354,EAN13,2517
CLVA006315,CLV16315/630,,CHEM,N03,5900856005417,EAN13,2518
CLVA006A140,CLV18-1140/280,Té 87° double piquage 90°,CHEM,N03,5900856005660,EAN13,2519
CLVA006A140B,CLV18-1140/225,,CHEM,N03,5900856137026,EAN13,2520
CLVA006A150,CLV18-1150/240,,CHEM,N03,5900856137019,EAN13,2521
CLVA006A160,CLV18-1160/315,Té 87° double piquage 90°,CHEM,N03,5900856005677,EAN13,2522
CLVA006A160B,CLV18-1160/260,,CHEM,N03,5900856137002,EAN13,2523
CLVA006A180,CLV18-1180/350,Té 87° double piquage 90°,CHEM,N03,5900856005684,EAN13,2524
CLVA006A180B,CLV18-1180/290,,CHEM,N03,5900856136999,EAN13,2525
CLVA006A200,CLV18-1200/400,Té 87° double piquage 90°,CHEM,N03,5900856005691,EAN13,2526
CLVA006A200B,CLV18-1200/320,,CHEM,N03,5900856136982,EAN13,2527
CLVA006A225,CLV18-1225/450,Té 87° double piquage 90°,CHEM,N03,5900856005707,EAN13,2528
CLVA006A225B,CLV18-1225/360,,CHEM,N03,5900856136975,EAN13,2529
CLVA006A250,CLV18-1250/500,Té 87° double piquage 90°,CHEM,N03,5900856005714,EAN13,2530
CLVA006A250B,CLV18-1250/400,,CHEM,N03,5900856136968,EAN13,2531
CLVA006A280,CLV18-1280/560,Té 87° double piquage 90°,CHEM,N03,5900856005721,EAN13,2532
CLVA006A300,CLV18-1300/480,,CHEM,N03,5900856136951,EAN13,2533
CLVA006A315,CLV18-1315/630,,CHEM,N03,5900856005738,EAN13,2534
CLVA006B140,CLV18140/280,Té 87° double piquage 60 - 180°,CHEM,N03,5900856005745,EAN13,2535
CLVA006B140B,CLV18140/225,,CHEM,N03,5900856136937,EAN13,2536
CLVA006B150,CLV18150/240,,CHEM,N03,5900856136913,EAN13,2537
CLVA006B160,CLV18160/315,Té 87° double piquage 60 - 180°,CHEM,N03,5900856005752,EAN13,2538
CLVA006B160B,CLV18160/260,,CHEM,N03,5900856136906,EAN13,2539
CLVA006B180,CLV18180/350,Té 87° double piquage 60 - 180°,CHEM,N03,5900856005769,EAN13,2540
CLVA006B180B,CLV18180/290,,CHEM,N03,5900856136890,EAN13,2541
CLVA006B200,CLV18200/400,Té 87° double piquage 60 - 180°,CHEM,N03,5900856005776,EAN13,2542
CLVA006B200B,CLV18200/320,,CHEM,N03,5900856136883,EAN13,2543
CLVA006B225,CLV18225/450,Té 87° double piquage 60 - 180°,CHEM,N03,5900856005783,EAN13,2544
CLVA006B225B,CLV18225/360,,CHEM,N03,5900856136876,EAN13,2545
CLVA006B250,CLV18250/500,Té 87° double piquage 60 - 180°,CHEM,N03,5900856005790,EAN13,2546
CLVA006B250B,CLV18250/400,,CHEM,N03,5900856136869,EAN13,2547
CLVA006B280,CLV18280/560,Té 87° double piquage 60 - 180°,CHEM,N03,5900856005806,EAN13,2548
CLVA006B300,CLV18300/480,,CHEM,N03,5900856136852,EAN13,2549
CLVA006B315,CLV18315/630,,CHEM,N03,5900856005813,EAN13,2550
CLVA007140,CLV15-2140/280,Té 87° piquages parallèles 80 mm,CHEM,N03,5900856005141,EAN13,2551
CLVA007140B,CLV15-2140/225,,CHEM,N03,5900856137675,EAN13,2552
CLVA007150,CLV15-2150/240,,CHEM,N03,5900856137668,EAN13,2553
CLVA007160,CLV15-2160/315,Té 87° piquages parallèles 80 mm,CHEM,N03,5900856005158,EAN13,2554
CLVA007160B,CLV15-2160/260,,CHEM,N03,5900856137651,EAN13,2555
CLVA007180,CLV15-2180/350,Té 87° piquages parallèles 80 mm,CHEM,N03,5900856005165,EAN13,2556
CLVA007180B,CLV15-2180/290,,CHEM,N03,5900856137644,EAN13,2557
CLVA007200,CLV15-2200/400,Té 87° piquages parallèles 80 mm,CHEM,N03,5900856005172,EAN13,2558
CLVA007200B,CLV15-2200/320,,CHEM,N03,5900856137637,EAN13,2559
CLVA007225,CLV15-2225/450,Té 87° piquages parallèles 80 mm,CHEM,N03,5900856005189,EAN13,2560
CLVA007225B,CLV15-2225/360,,CHEM,N03,5900856137620,EAN13,2561
CLVA007250,CLV15-2250/500,Té 87° piquages parallèles 80 mm,CHEM,N03,5900856005202,EAN13,2562
CLVA007250B,CLV15-2250/400,,CHEM,N03,5900856137606,EAN13,2563
CLVA007280,CLV15-2280/560,Té 87° piquages parallèles 80 mm,CHEM,N03,5900856005219,EAN13,2564
CLVA007300,CLV15-2300/480,,CHEM,N03,5900856137590,EAN13,2565
CLVA007315,CLV15-2315/630,,CHEM,N03,5900856005226,EAN13,2566
CLVA007A140,CLV16-4140/280,Té 87° double piquage 80 mm - 90°,CHEM,N03,5900856005424,EAN13,2567
CLVA007A140B,CLV16-4140/225,,CHEM,N03,5900856137323,EAN13,2568
CLVA007A150,CLV16-4150/240,,CHEM,N03,5900856137316,EAN13,2569
CLVA007A160,CLV16-4160/315,Té 87° double piquage 80 mm - 90°,CHEM,N03,5900856005431,EAN13,2570
CLVA007A160B,CLV16-4160/260,,CHEM,N03,5900856137309,EAN13,2571
CLVA007A180,CLV16-4180/350,Té 87° double piquage 80 mm - 90°,CHEM,N03,5900856005448,EAN13,2572
CLVA007A180B,CLV16-4180/290,,CHEM,N03,5900856137293,EAN13,2573
CLVA007A200,CLV16-4200/400,Té 87° double piquage 80 mm - 90°,CHEM,N03,5900856005455,EAN13,2574
CLVA007A200B,CLV16-4200/320,,CHEM,N03,5900856137286,EAN13,2575
CLVA007A225,CLV16-4225/450,Té 87° double piquage 80 mm - 90°,CHEM,N03,5900856005462,EAN13,2576
CLVA007A225B,CLV16-4225/360,,CHEM,N03,5900856137279,EAN13,2577
CLVA007A250,CLV16-4250/500,Té 87° double piquage 80 mm - 90°,CHEM,N03,5900856005479,EAN13,2578
CLVA007A250B,CLV16-4250/400,,CHEM,N03,5900856137262,EAN13,2579
CLVA007A280,CLV16-4280/560,Té 87° double piquage 80 mm - 90°,CHEM,N03,5900856005486,EAN13,2580
CLVA007A300,CLV16-4300/480,,CHEM,N03,5900856137255,EAN13,2581
CLVA007A315,CLV16-4315/630,,CHEM,N03,5900856005493,EAN13,2582
CLVA007B140,CLV15-4140/280,Té 87° double piquage 80 mm - 180°,CHEM,N03,5900856005264,EAN13,2583
CLVA007B140B,CLV15-4140/225,,CHEM,N03,5900856137521,EAN13,2584
CLVA007B150,CLV15-4150/240,,CHEM,N03,5900856137514,EAN13,2585
CLVA007B160,CLV15-4160/315,Té 87° double piquage 80 mm - 180°,CHEM,N03,5900856005271,EAN13,2586
CLVA007B160B,CLV15-4160/260,,CHEM,N03,5900856137507,EAN13,2587
CLVA007B180,CLV15-4180/350,Té 87° double piquage 80 mm - 180°,CHEM,N03,5900856005288,EAN13,2588
CLVA007B180B,CLV15-4180/290,,CHEM,N03,5900856137491,EAN13,2589
CLVA007B200,CLV15-4200/400,Té 87° double piquage 80 mm - 180°,CHEM,N03,5900856005295,EAN13,2590
CLVA007B200B,CLV15-4200/320,,CHEM,N03,5900856137484,EAN13,2591
CLVA007B225,CLV15-4225/450,Té 87° double piquage 80 mm - 180°,CHEM,N03,5900856005301,EAN13,2592
CLVA007B225B,CLV15-4225/360,,CHEM,N03,5900856137477,EAN13,2593
CLVA007B250,CLV15-4250/500,Té 87° double piquage 80 mm - 180°,CHEM,N03,5900856005318,EAN13,2594
CLVA007B250B,CLV15-4250/400,,CHEM,N03,5900856137460,EAN13,2595
CLVA007B280,CLV15-4280/560,Té 87° double piquage 80 mm - 180°,CHEM,N03,5900856005325,EAN13,2596
CLVA007B300,CLV15-4300/480,,CHEM,N03,5900856137453,EAN13,2597
CLVA007B315,CLV15-4315/630,,CHEM,N03,5900856005332,EAN13,2598
CLVA008140,CLV15140/280,Té 87° piquage 80/125,CHEM,N03,5900856005103,EAN13,2599
CLVA008140B,CLV15140/225,,CHEM,N03,5900856137729,EAN13,2600
CLVA008150,CLV15150/240,,CHEM,N03,5900856137712,EAN13,2601
CLVA008160,CLV15160/315,Té 87° piquage 80/125,CHEM,N03,5900856005110,EAN13,2602
CLVA008160B,CLV15160/260,,CHEM,N03,5900856137705,EAN13,2603
CLVA008180,CLV15180/350,Té 87° piquage 80/125,CHEM,N03,5900856005127,EAN13,2604
CLVA008180B,CLV15180/290,,CHEM,N03,5900856137699,EAN13,2605
CLVA008200,CLV15200/400,Té 87° piquage 80/125,CHEM,N03,5900856005134,EAN13,2606
CLVA008200B,CLV15200/320,,CHEM,N03,5900856137682,EAN13,2607
CLVA008225,CLV15225/450,Té 87° piquage 80/125,CHEM,N03,5900856005196,EAN13,2608
CLVA008225B,CLV15225/360,,CHEM,N03,5900856137613,EAN13,2609
CLVA008250,CLV15250/500,Té 87° piquage 80/125,CHEM,N03,5900856005233,EAN13,2610
CLVA008250B,CLV15250/400,,CHEM,N03,5900856137569,EAN13,2611
CLVA008280,CLV15280/560,Té 87° piquage 80/125,CHEM,N03,5900856005240,EAN13,2612
CLVA008300,CLV15300/480,,CHEM,N03,5900856137552,EAN13,2613
CLVA008315,CLV15315/630,,CHEM,N03,5900856005257,EAN13,2614
CLVA008A140,CLV17-1140/280,Té 87° double piquage 80 - 90°,CHEM,N03,5900856005509,EAN13,2615
CLVA008A140B,CLV17-1140/225,,CHEM,N03,5900856137224,EAN13,2616
CLVA008A150,CLV17-1150/240,,CHEM,N03,5900856137217,EAN13,2617
CLVA008A160,CLV17-1160/315,Té 87° double piquage 80 - 90°,CHEM,N03,5900856005516,EAN13,2618
CLVA008A160B,CLV17-1160/260,,CHEM,N03,5900856137200,EAN13,2619
CLVA008A180,CLV17-1180/350,Té 87° double piquage 80 - 90°,CHEM,N03,5900856005523,EAN13,2620
CLVA008A180B,CLV17-1180/290,,CHEM,N03,5900856137194,EAN13,2621
CLVA008A200,CLV17-1200/400,Té 87° double piquage 80 - 90°,CHEM,N03,5900856005530,EAN13,2622
CLVA008A200B,CLV17-1200/320,,CHEM,N03,5900856137187,EAN13,2623
CLVA008A225,CLV17-1225/450,Té 87° double piquage 80 - 90°,CHEM,N03,5900856005547,EAN13,2624
CLVA008A225B,CLV17-1225/360,,CHEM,N03,5900856137170,EAN13,2625
CLVA008A250,CLV17-1250/500,Té 87° double piquage 80 - 90°,CHEM,N03,5900856005554,EAN13,2626
CLVA008A250B,CLV17-1250/400,,CHEM,N03,5900856137163,EAN13,2627
CLVA008A280,CLV17-1280/560,Té 87° double piquage 80 - 90°,CHEM,N03,5900856005561,EAN13,2628
CLVA008A300,CLV17-1300/480,,CHEM,N03,5900856137156,EAN13,2629
CLVA008A315,CLV17-1315/630,,CHEM,N03,5900856005578,EAN13,2630
CLVA008B140,CLV17140/280,Té 87° double piquage 180°,CHEM,N03,5900856005585,EAN13,2631
CLVA008B140B,CLV17140/225,,CHEM,N03,5900856137132,EAN13,2632
CLVA008B150,CLV17150/240,,CHEM,N03,5900856137118,EAN13,2633
CLVA008B160,CLV17160/315,Té 87° double piquage 180°,CHEM,N03,5900856005592,EAN13,2634
CLVA008B160B,CLV17160/260,,CHEM,N03,5900856137101,EAN13,2635
CLVA008B180,CLV17180/350,Té 87° double piquage 180°,CHEM,N03,5900856005608,EAN13,2636
CLVA008B180B,CLV17180/290,,CHEM,N03,5900856137095,EAN13,2637
CLVA008B200,CLV17200/400,Té 87° double piquage 180°,CHEM,N03,5900856005615,EAN13,2638
CLVA008B200B,CLV17200/320,,CHEM,N03,5900856137088,EAN13,2639
CLVA008B225,CLV17225/450,Té 87° double piquage 180°,CHEM,N03,5900856005622,EAN13,2640
CLVA008B225B,CLV17225/360,,CHEM,N03,5900856137071,EAN13,2641
CLVA008B250,CLV17250/500,Té 87° double piquage 180°,CHEM,N03,5900856005639,EAN13,2642
CLVA008B250B,CLV17250/400,,CHEM,N03,5900856137064,EAN13,2643
CLVA008B280,CLV17280/560,Té 87° double piquage 180°,CHEM,N03,5900856005646,EAN13,2644
CLVA008B300,CLV17300/480,,CHEM,N03,5900856137057,EAN13,2645
CLVA008B315,CLV17315/630,,CHEM,N03,5900856005653,EAN13,2646
CLVA011140,CLV78140/280,Fourreau de traversée murale,CHEM,N03,5900856007138,EAN13,2647
CLVA011160,CLV78160/315,Fourreau de traversée murale,CHEM,N03,5900856007145,EAN13,2648
CLVA011180,CLV78180/350,Fourreau de traversée murale,CHEM,N03,5900856007152,EAN13,2649
CLVA011200,CLV78200/400,Fourreau de traversée murale,CHEM,N03,5900856007169,EAN13,2650
CLVA011225,CLV78225/450,Fourreau de traversée murale,CHEM,N03,5900856007176,EAN13,2651
CLVA011250,CLV78250/500,Fourreau de traversée murale,CHEM,N03,5900856007183,EAN13,2652
CLVA011280,CLV78280/560,Fourreau de traversée murale,CHEM,N03,5900856007190,EAN13,2653
CLVA011315,CLV78315/630,,CHEM,N03,5900856007206,EAN13,2654
CLVA012140,CLV114140/280,Bride de fixation à la dalle,CHEM,N03,5900856005028,EAN13,2655
CLVA012160,CLV114160/315,Bride de fixation à la dalle,CHEM,N03,5900856005035,EAN13,2656
CLVA012180,CLV114180/350,Bride de fixation à la dalle,CHEM,N03,5900856005042,EAN13,2657
CLVA012200,CLV114200/400,Bride de fixation à la dalle,CHEM,N03,5900856005059,EAN13,2658
CLVA012225,CLV114225/450,Bride de fixation à la dalle,CHEM,N03,5900856005066,EAN13,2659
CLVA012250,CLV114250/500,Bride de fixation à la dalle,CHEM,N03,5900856005073,EAN13,2660
CLVA012280,CLV114280/560,Bride de fixation à la dalle,CHEM,N03,5900856005080,EAN13,2661
CLVA012315,CLV114315/630,,CHEM,N03,5900856005097,EAN13,2662
CLVA013125,CLV10125/215,,CHEM,N03,5900856516807,EAN13,2663
CLVA013140,CLV10140/280,Coude 30°,CHEM,N03,5900856004946,EAN13,2664
CLVA013140B,CLV10140/225,,CHEM,N03,5900856138085,EAN13,2665
CLVA013150,CLV10150/240,,CHEM,N03,5900856138078,EAN13,2666
CLVA013160,CLV10160/315,Coude 30°,CHEM,N03,5900856004953,EAN13,2667
CLVA013160B,CLV10160/260,,CHEM,N03,5900856138061,EAN13,2668
CLVA013180,CLV10180/350,Coude 30°,CHEM,N03,5900856004960,EAN13,2669
CLVA013180B,CLV10180/290,,CHEM,N03,5900856138054,EAN13,2670
CLVA013200,CLV10200/400,Coude 30°,CHEM,N03,5900856004977,EAN13,2671
CLVA013200B,CLV10200/320,,CHEM,N03,5900856138047,EAN13,2672
CLVA013225,CLV10225/450,Coude 30°,CHEM,N03,5900856004984,EAN13,2673
CLVA013225B,CLV10225/360,,CHEM,N03,5900856138030,EAN13,2674
CLVA013250,CLV10250/500,Coude 30°,CHEM,N03,5900856004991,EAN13,2675
CLVA013250B,CLV10250/400,,CHEM,N03,5900856138023,EAN13,2676
CLVA013280,CLV10280/560,Coude 30°,CHEM,N03,5900856005004,EAN13,2677
CLVA013315,CLV10315/630,,CHEM,N03,5900856005011,EAN13,2678
CLVA014125,CLV11125/215,,CHEM,N03,5900856516876,EAN13,2679
CLVA014140,CLV11140/280,,CHEM,N03,5900856137972,EAN13,2680
CLVA014140B,CLV11140/225,,CHEM,N03,5900856137989,EAN13,2681
CLVA014160,CLV11160/315,,CHEM,N03,5900856137941,EAN13,2682
CLVA014160B,CLV11160/260,,CHEM,N03,5900856137958,EAN13,2683
CLVA014180,CLV11180/350,,CHEM,N03,5900856137927,EAN13,2684
CLVA014180B,CLV11180/290,,CHEM,N03,5900856137934,EAN13,2685
CLVA014200,CLV11200/400,,CHEM,N03,5900856137903,EAN13,2686
CLVA014200B,CLV11200/320,,CHEM,N03,5900856137910,EAN13,2687
CLVA014225,CLV11225/450,,CHEM,N03,5900856137880,EAN13,2688
CLVA014250,CLV11250/500,,CHEM,N03,5900856137866,EAN13,2689
CLVA014280,CLV11280/560,,CHEM,N03,5900856516920,EAN13,2690
CLVA014315,CLV11315/630,,CHEM,N03,5900856516944,EAN13,2691
CLVA017140,CLV379140/280,Support mural de départ,CHEM,N03,5900856138696,EAN13,2692
CLVA017140B,CLV379140/225,,CHEM,N03,5900856138702,EAN13,2693
CLVA017150,CLV379150/240,,CHEM,N03,5900856138689,EAN13,2694
CLVA017160,CLV379160/315,Support mural de départ,CHEM,N03,5900856138665,EAN13,2695
CLVA017160B,CLV379160/260,,CHEM,N03,5900856138672,EAN13,2696
CLVA017180,CLV379180/350,Support mural de départ,CHEM,N03,5900856138641,EAN13,2697
CLVA017180B,CLV379180/290,,CHEM,N03,5900856138658,EAN13,2698
CLVA017200,CLV379200/400,Support mural de départ,CHEM,N03,5900856138627,EAN13,2699
CLVA017200B,CLV379200/320,,CHEM,N03,5900856138634,EAN13,2700
CLVA017225,CLV379225/450,Support mural de départ,CHEM,N03,5900856138603,EAN13,2701
CLVA017225B,CLV379225/360,,CHEM,N03,5900856138610,EAN13,2702
CLVA017250,CLV379250/500,Support mural de départ,CHEM,N03,5900856138580,EAN13,2703
CLVA017250B,CLV379250/400,,CHEM,N03,5900856138597,EAN13,2704
CLVA017280,CLV379280/560,Support mural de départ,CHEM,N03,5900856831993,EAN13,2705
CLVA017300,CLV379300/480,,CHEM,N03,5900856138573,EAN13,2706
CLVA017315,CLV379,,CHEM,N03,5900856006643,EAN13,2707
