ref_ds,ref_fournisseur,libelle_source,groupe_articles,code_remise,code_barre,type_code_barre,source_ligne
94320,,Caisson MASTAIRCAL 300 Basse Consommation de 300m³/h Ø125mm,,,3419869432001,EAN13,2
70021408,,PP master 3+ réduction courte 40x32 noir,,,9010459437945,EAN13,3
70024364,,PP master 3+ réduction courte 50x32 noir,,,9010459547057,EAN13,4
1297050016,,Pipelife appareil à chanfreiner 32-50mm,,,7033731804107,EAN13,5
1297070081,,PP master 3+ réduction courte 90x50 noir,,,5414337062139,EAN13,6
1297070103,,PP master 3+ bouchon 40 noir,,,4052836146205,EAN13,7
1297180015,,,,,3607100032671,EAN13,8
1297180033,,,,,3607100033500,EAN13,9
1297180050,,,,,3607100031995,EAN13,10
1297180062,,,,,3607100036143,EAN13,11
1297180069,,,,,3607100035634,EAN13,12
1297180082,,,,,3607100035085,EAN13,13
1298328031,,,,,5414337101739,EAN13,14
1298328032,,,,,5414337101722,EAN13,15
1298622903,,,,,5414337103214,EAN13,16
1298632320,,"PP tuyau master 3+ 32x1.8 L-R noir 0,5m",,,5414337104686,EAN13,17
1298632321,,PP tuyau master 3+ 32x1.8 L-R noir 1m,,,5414337104693,EAN13,18
1298632322,,PP tuyau master 3+ 32x1.8 L-R noir  2m,,,5414337104716,EAN13,19
1298632400,,"PP tuyau master 3+ 40x1.8 L-R noir 0,5m",,,5414337104723,EAN13,20
1298632401,,PP tuyau master 3+ 40x1.8 L-R noir 1m,,,5414337104730,EAN13,21
1298632402,,PP tuyau master 3+ 40x1.8 L-R noir 2m,,,5414337104754,EAN13,22
1298632500,,"PP tuyau master 3+ 50x2.0 L-R noir 0,5m",,,5414337104761,EAN13,23
1298632501,,PP tuyau master 3+ 50x2.0 L-R noir 1m,,,5414337104778,EAN13,24
1298632502,,PP tuyau master 3+ 50x2.0 L-R noir 2m,,,5414337104792,EAN13,25
1298632901,,PP tuyau master 3+ 90x2.9 L-R noir 1m,,,5414337104846,EAN13,26
1298632902,,PP tuyau master 3+ 90x2.9 L-R noir 2m,,,5414337104860,EAN13,27
3496102494,,PP master 3+ coude M/F 45° 50 noir,,,5905485463041,EAN13,28
3496102494,,PP master 3+ coude M/F 45° 50 noir,,,5905485465656,EAN13,29
3496102496,,PP master 3+ coude M/F 90° 50 noir,,,5905485401586,EAN13,30
3496102496,,PP master 3+ coude M/F 90° 50 noir,,,5905485465670,EAN13,31
3496102500,,PP master 3+ manchon double 50 noir,,,5905485465717,EAN13,32
3496102509,,PP master 3+  Té M/F 90° 50 noir,,,5905485465809,EAN13,33
3496102510,,PP master 3+ Té F/F 90° 50 noir,,,5905485465816,EAN13,34
3496102524,,PP master 3+ coude siphon M/F 90 40 noir,,,5905485469166,EAN13,35
3496102531,,PP master 3+ coude M/F 45° 40 noir,,,5905485401487,EAN13,36
3496102531,,PP master 3+ coude M/F 45° 40 noir,,,5905485466035,EAN13,37
3496102532,,PP master 3+ coude F/F 45° 40 noir,,,5905485466042,EAN13,38
3496102535,,PP master 3+ coude M/F 90° 40 noir,,,5905485465953,EAN13,39
3496102536,,PP master 3+ coude F/F 90° 40 noir,,,5905485401524,EAN13,40
3496102537,,PP master 3+ coude F/F 45° 50 noir,,,5905485465960,EAN13,41
3496102539,,PP master 3+ coude F/F 90° 50 noir,,,5905485401593,EAN13,42
3496102539,,PP master 3+ coude F/F 90° 50 noir,,,5905485465984,EAN13,43
3496102552,,PP master 3+ coude M/F 45° 90 noir,,,5905485401944,EAN13,44
3496102552,,PP master 3+ coude M/F 45° 90 noir,,,5905485467452,EAN13,45
3496102556,,PP master 3+ coude M/F 90° 90 noir,,,5905485467483,EAN13,46
3496102556,,PP master 3+ coude M/F 90° 90 noir,,,5905485401975,EAN13,47
3496102588,,PP master 3+ réduction longue 40x32 noir,,,5905485466004,EAN13,48
3496102597,,PP master 3+ réduction longue 90x50 noir,,,5905485467810,EAN13,49
3496102613,,PP master 3+ manchon double 40 noir,,,5905485466301,EAN13,50
3496102637,,PP master 3+  Té M/F 45° 40 noir,,,5905485466172,EAN13,51
3496102638,,PP master 3+ Té F/F 45° 40 noir,,,5905485466189,EAN13,52
3496102640,,PP master 3+ Té M/F 90° 40 noir,,,5905485403252,EAN13,53
3496102641,,PP master 3+ Té F/F 90° 40 noir,,,5905485466219,EAN13,54
3496102641,,PP master 3+ Té F/F 90° 40 noir,,,5905485403269,EAN13,55
3496102647,,PP master 3+  Té M/F 45° 50 noir,,,5905485466233,EAN13,56
3496102648,,PP master 3+ Té F/F 45° 50 noir,,,5905485466240,EAN13,57
3496102669,,PP master 3+  Té M/F 45° 90 noir,,,5905485467735,EAN13,58
3496102672,,PP master 3+  Té M/F 90° 90 noir,,,5905485468015,EAN13,59
3496102758,,PP master 3+ connexion siphon droit 32 noir,,,5905485468299,EAN13,60
3496102759,,PP master 3+ connexion siphon droit 40 noir,,,5905485468305,EAN13,61
3496102763,,PP master 3+ bouchon 40 noir,,,5905485468329,EAN13,62
3496102764,,PP master 3+ bouchon 50 noir,,,5905485468336,EAN13,63
3496102861,,PP master 3+ coude M/F 45° 32 noir,,,5905485471442,EAN13,64
3496102863,,PP master 3+ coude M/F 90° 32 noir,,,5905485471466,EAN13,65
3496102864,,PP master 3+ bouchon 32 noir,,,5905485471473,EAN13,66
3496102865,,PP master 3+ manchon double 32 noir,,,5905485402880,EAN13,67
3496102866,,PP master 3+ Té F/F 45° 32 noir,,,5905485471497,EAN13,68
3496102867,,PP master 3+  Té M/F 90° 32 noir,,,5905485471503,EAN13,69
3496103112,,PP master 3+ coude siphon M/F 90 32 noir,,,5905485460620,EAN13,70
3496103120,,PP master 3+ réduction longue 50x32 noir,,,5905485460705,EAN13,71
BA14917,,,,,5902753047712,EAN13,72
1_TEST,325-DWECO13600,,CHEM,ZRT,5900856036954,EAN13,73
2_TEST,,,CHEM,ZRT,5900856036954,EAN13,74
3_TEST,,,CHEM,ZRT,5900856036954,EAN13,75
A01080,2FLEGAIN080,,CHEM,B01,3416710255048,EAN13,76
A01090,2FLEGAIN090,,CHEM,B01,3416710207047,EAN13,77
A01100,2FLEGAIN100,,CHEM,B01,3416710206910,EAN13,78
A01111,2FLEGAIN111,,CHEM,B01,3416710206934,EAN13,79
A01125,2FLEGAIN125,Flexible simple peau inox 316 12/100 Ø125,CHEM,B01,3416710206958,EAN13,80
A01140,2FLEGAIN140,,CHEM,B01,3416710206965,EAN13,81
A01150,2FLEGAIN150,,CHEM,B01,3416710206972,EAN13,82
A01180,2FLEGAIN180,Flexible simple peau inox 316 12/100 Ø180,CHEM,B01,3416710206989,EAN13,83
A01200,2FLEGAIN200,,CHEM,B01,3416710206996,EAN13,84
A01250,2FLEGAIN250,,CHEM,B01,3416710207016,EAN13,85
A01300,2FLEGAIN300,,CHEM,B01,3416710207023,EAN13,86
A02080,2FLEPOLI08050,,CHEM,B02,3416710275589,EAN13,87
A02100,2FLEPOLI10050,Polyflex Ø 100 mm,CHEM,B02,3416710249719,EAN13,88
A02111,2FLEPOLI11150,,CHEM,B02,3416710206736,EAN13,89
A02125,2FLEPOLI12550,,CHEM,B02,3416710206637,EAN13,90
A02140,2FLEPOLI14050,,CHEM,B02,3416710206644,EAN13,91
A02150,2FLEPOLI15050,,CHEM,B02,3416710206651,EAN13,92
A02180,2FLEPOLI18030,,CHEM,B02,3416710206682,EAN13,93
A02200,2FLEPOLI20030,,CHEM,B02,3416710206699,EAN13,94
A02250,2FLEPOLI25016,,CHEM,B02,3416710206729,EAN13,95
A04125,2FLEPOGAL125,,CHEM,B03,3416710206422,EAN13,96
A04150,2FLEPOGAL150,,CHEM,B03,3416710206446,EAN13,97
A04180,2FLEPOGAL180,,CHEM,B03,3416710206477,EAN13,98
A04200,2FLEPOGAL200,,CHEM,B03,3416710206484,EAN13,99
A04250,2FLEPOGAL250,,CHEM,B03,3416710206507,EAN13,100
A06080,F11B080,Plaque inox 330 x 330 mm Ø 80 mm,CHEM,ACCFLEX,5900856637908,EAN13,101
A06090,F11B090,Plaque inox 330 x 330 mm Ø 90 mm,CHEM,ACCFLEX,5900856637915,EAN13,102
A06100,2RIG151100,Plaque inox 330 x 330 mm Ø 100 mm,CHEM,ACCFLEX,3416710204497,EAN13,103
A06111,2RIG151111,Plaque inox 330 x 330 mm Ø 111 mm,CHEM,ACCFLEX,3416710204503,EAN13,104
A06125,2RIG151125,Plaque inox 330 x 330 mm Ø 125 mm,CHEM,ACCFLEX,3416710204510,EAN13,105
A06140,2RIG151140,Plaque inox 330 x 330 mm Ø 140 mm,CHEM,ACCFLEX,3416710204527,EAN13,106
A06150,2RIG151150,Plaque inox 330 x 330 mm Ø 150 mm,CHEM,ACCFLEX,3416710204534,EAN13,107
A06180,2RIG151180,Plaque inox 330 x 330 mm Ø 180 mm,CHEM,ACCFLEX,3416710204541,EAN13,108
A06200,2RIG151200,Plaque inox 330 x 330 mm Ø 200 mm,CHEM,ACCFLEX,3416710204558,EAN13,109
A06250,2RIG151250,Plaque inox 330 x 330 mm Ø 250 mm,CHEM,ACCFLEX,3416710204589,EAN13,110
A06300,2RIG151300,Plaque inox 330 x 330 mm Ø 300 mm,CHEM,ACCFLEX,3416710204596,EAN13,111
A06B080,F1911080,Plaque inox 350 x 350 mm Ø 80 mm,CHEM,ACCFLEX,5900856973297,EAN13,112
A06B090,F1911090,Plaque inox 350 x 350 mm Ø 90 mm,CHEM,ACCFLEX,5900856973303,EAN13,113
A06B100,F1911100,Plaque inox 350 x 350 mm Ø 100 mm,CHEM,ACCFLEX,5900856973310,EAN13,114
A06B111,F1911111,Plaque inox 350 x 350 mm Ø 111 mm,CHEM,ACCFLEX,5900856973327,EAN13,115
A06B125,F1911125,Plaque inox 350 x 350 mm Ø 125 mm,CHEM,ACCFLEX,5900856973334,EAN13,116
A06B130,F1911130,Plaque inox 350 x 350 mm Ø 130 mm,CHEM,ACCFLEX,5900856976618,EAN13,117
A06B140,F1911140,Plaque inox 350 x 350 mm Ø 140 mm,CHEM,ACCFLEX,5900856973341,EAN13,118
A06B150,F1911150,Plaque inox 350 x 350 mm Ø 150 mm,CHEM,ACCFLEX,5900856973358,EAN13,119
A06B180,F1911180,Plaque inox 350 x 350 mm Ø 180 mm,CHEM,ACCFLEX,5900856973365,EAN13,120
A06B200,F1911200,Plaque inox 350 x 350 mm Ø 200 mm,CHEM,ACCFLEX,5900856973372,EAN13,121
A06B250,F1911250,Plaque inox 400 x 400 mm Ø 250 mm,CHEM,ACCFLEX,5900856973389,EAN13,122
A06B300,F1911300,Plaque inox 500 x 500 mm Ø 300 mm,CHEM,ACCFLEX,5900856973396,EAN13,123
A06C300300080,F1913080-300300,Plaque de tubage ventilée blanche rectangulaire 300 x 300 mm Ø 80 mm,CHEM,ACCFLEX,5900856977806,EAN13,124
A06C300300100,F1913100-300300,Plaque de tubage ventilée blanche rectangulaire 300 x 300 mm Ø 100 mm,CHEM,ACCFLEX,5900856977851,EAN13,125
A06C300300130,F1913130-300300,Plaque de tubage ventilée blanche rectangulaire 300 x 300 mm Ø 130 mm,CHEM,ACCFLEX,5900856977905,EAN13,126
A06C300300150,F1913150-300300,Plaque de tubage ventilée blanche rectangulaire 300 x 300 mm Ø 150 mm,CHEM,ACCFLEX,5900856977950,EAN13,127
A06C300300180,F1913180-300300,Plaque de tubage ventilée blanche rectangulaire 300 x 300 mm Ø 180 mm,CHEM,ACCFLEX,5900856978001,EAN13,128
A06C300500080,F1913080-300500,Plaque de tubage ventilée blanche rectangulaire 300 x 500 mm Ø 80 mm,CHEM,ACCFLEX,5900856977820,EAN13,129
A06C300500100,F1913100-300500,Plaque de tubage ventilée blanche rectangulaire 300 x 500 mm Ø 100 mm,CHEM,ACCFLEX,5900856977875,EAN13,130
A06C300500130,F1913130-300500,Plaque de tubage ventilée blanche rectangulaire 300 x 500 mm Ø 130 mm,CHEM,ACCFLEX,5900856977929,EAN13,131
A06C300500150,F1913150-300500,Plaque de tubage ventilée blanche rectangulaire 300 x 500 mm Ø 150 mm,CHEM,ACCFLEX,5900856977974,EAN13,132
A06C300500180,F1913180-300500,Plaque de tubage ventilée blanche rectangulaire 300 x 500 mm Ø 180 mm,CHEM,ACCFLEX,5900856978018,EAN13,133
A06C350350080,F1913080-350350,Plaque de tubage ventilée blanche rectangulaire 350 x 350 mm Ø 80 mm,CHEM,ACCFLEX,5900856977813,EAN13,134
A06C350350100,F1913100-350350,Plaque de tubage ventilée blanche rectangulaire 350 x 350 mm Ø 100 mm,CHEM,ACCFLEX,5900856977868,EAN13,135
A06C350350130,F1913130-350350,Plaque de tubage ventilée blanche rectangulaire 350 x 350 mm Ø 130 mm,CHEM,ACCFLEX,5900856977912,EAN13,136
A06C350350150,F1913150-350350,Plaque de tubage ventilée blanche rectangulaire 350 x 350 mm Ø 150 mm,CHEM,ACCFLEX,5900856977967,EAN13,137
A06C350350180,F1913180-350350,Plaque de tubage ventilée blanche rectangulaire 350 x 350 mm Ø 180 mm,CHEM,ACCFLEX,5900856978032,EAN13,138
A06C400400080,F1913080-400400,Plaque de tubage ventilée blanche rectangulaire 400 x 400 mm Ø 80 mm,CHEM,ACCFLEX,5900856977837,EAN13,139
A06C400400100,F1913100-400400,Plaque de tubage ventilée blanche rectangulaire 400 x 400 mm Ø 100 mm,CHEM,ACCFLEX,5900856977882,EAN13,140
A06C400400130,F1913130-400400,Plaque de tubage ventilée blanche rectangulaire 400 x 400 mm Ø 130 mm,CHEM,ACCFLEX,5900856977936,EAN13,141
A06C400400150,F1913150-400400,Plaque de tubage ventilée blanche rectangulaire 400 x 400 mm Ø 150 mm,CHEM,ACCFLEX,5900856977981,EAN13,142
A06C400400180,F1913180-400400,Plaque de tubage ventilée blanche rectangulaire 400 x 400 mm Ø 180 mm,CHEM,ACCFLEX,5900856978025,EAN13,143
A06C500500080,F1913080-500500,Plaque de tubage ventilée blanche rectangulaire 500 x 500 mm Ø 80 mm,CHEM,ACCFLEX,5900856977844,EAN13,144
A06C500500100,F1913100-500500,Plaque de tubage ventilée blanche rectangulaire 500 x 500 mm Ø 100 mm,CHEM,ACCFLEX,5900856977899,EAN13,145
A06C500500130,F1913130-500500,Plaque de tubage ventilée blanche rectangulaire 500 x 500 mm Ø 130 mm,CHEM,ACCFLEX,5900856977943,EAN13,146
A06C500500150,F1913150-500500,Plaque de tubage ventilée blanche rectangulaire 500 x 500 mm Ø 150 mm,CHEM,ACCFLEX,5900856977998,EAN13,147
A06C500500180,F1913180-500500,Plaque de tubage ventilée blanche rectangulaire 500 x 500 mm Ø 180 mm,CHEM,ACCFLEX,5900856978049,EAN13,148
A06D360080,F1914080-360,Plaque de tubage blanche ronde Ø360 mm Ø80 mm,CHEM,ACCFLEX,5900856978315,EAN13,149
A06D360100,F1914100-360,Plaque de tubage blanche ronde Ø360 mm Ø100 mm,CHEM,ACCFLEX,5900856978322,EAN13,150
A06D360130,F1914130-360,Plaque de tubage blanche ronde Ø360 mm Ø130 mm,CHEM,ACCFLEX,5900856978346,EAN13,151
A06D360150,F1914150-360,Plaque de tubage blanche ronde Ø360 mm Ø150 mm,CHEM,ACCFLEX,5900856978360,EAN13,152
A06D360180,F1914180-360,Plaque de tubage blanche ronde Ø360 mm Ø180 mm,CHEM,ACCFLEX,5900856978384,EAN13,153
A06D550080,F1914080-550,Plaque de tubage blanche ronde Ø550 mm Ø80 mm,CHEM,ACCFLEX,5900856978308,EAN13,154
A06D550100,F1914100-550,Plaque de tubage blanche ronde Ø550 mm Ø100 mm,CHEM,ACCFLEX,5900856978339,EAN13,155
A06D550130,F1914130-550,Plaque de tubage blanche ronde Ø550 mm Ø130 mm,CHEM,ACCFLEX,5900856978353,EAN13,156
A06D550150,F1914150-550,Plaque de tubage blanche ronde Ø550 mm Ø150 mm,CHEM,ACCFLEX,5900856978377,EAN13,157
A06D550180,F1914180-550,Plaque de tubage blanche ronde Ø550 mm Ø180 mm,CHEM,ACCFLEX,5900856978391,EAN13,158
A06E300300080,F1912080-300300,Plaque de tubage blanche rectangulaire 300 x 300 mm Ø 80 mm,CHEM,ACCFLEX,5900856978056,EAN13,159
A06E300300100,F1912100-300300,Plaque de tubage blanche rectangulaire 300 x 300 mm Ø 100 mm,CHEM,ACCFLEX,5900856978100,EAN13,160
A06E300300130,F1912130-300300,Plaque de tubage blanche rectangulaire 300 x 300 mm Ø 130 mm,CHEM,ACCFLEX,5900856978155,EAN13,161
A06E300300150,F1912150-300300,Plaque de tubage blanche rectangulaire 300 x 300 mm Ø 150 mm,CHEM,ACCFLEX,5900856978209,EAN13,162
A06E300300180,F1912180-300300,Plaque de tubage blanche rectangulaire 300 x 300 mm Ø 180 mm,CHEM,ACCFLEX,5900856978254,EAN13,163
A06E300500080,F1912080-300500,Plaque de tubage blanche rectangulaire 300 x 500 mm Ø 80 mm,CHEM,ACCFLEX,5900856978070,EAN13,164
A06E300500100,F1912100-300500,Plaque de tubage blanche rectangulaire 300 x 500 mm Ø 100 mm,CHEM,ACCFLEX,5900856978124,EAN13,165
A06E300500130,F1912130-300500,Plaque de tubage blanche rectangulaire 300 x 500 mm Ø 130 mm,CHEM,ACCFLEX,5900856978179,EAN13,166
A06E300500150,F1912150-300500,Plaque de tubage blanche rectangulaire 300 x 500 mm Ø 150 mm,CHEM,ACCFLEX,5900856978223,EAN13,167
A06E300500180,F1912180-300500,Plaque de tubage blanche rectangulaire 300 x 500 mm Ø 180 mm,CHEM,ACCFLEX,5900856978261,EAN13,168
A06E350350080,F1912080-350350,Plaque de tubage blanche rectangulaire 350 x 350 mm Ø 80 mm,CHEM,ACCFLEX,5900856978063,EAN13,169
A06E350350100,F1912100-350350,Plaque de tubage blanche rectangulaire 350 x 350 mm Ø 100 mm,CHEM,ACCFLEX,5900856978117,EAN13,170
A06E350350130,F1912130-350350,Plaque de tubage blanche rectangulaire 350 x 350 mm Ø 130 mm,CHEM,ACCFLEX,5900856978162,EAN13,171
A06E350350150,F1912150-350350,Plaque de tubage blanche rectangulaire 350 x 350 mm Ø 150 mm,CHEM,ACCFLEX,5900856978216,EAN13,172
A06E350350180,F1912180-350350,Plaque de tubage blanche rectangulaire 350 x 350 mm Ø 180 mm,CHEM,ACCFLEX,5900856978278,EAN13,173
A06E400400080,F1912080-400400,Plaque de tubage blanche rectangulaire 400 x 400 mm Ø 80 mm,CHEM,ACCFLEX,5900856978087,EAN13,174
A06E400400100,F1912100-400400,Plaque de tubage blanche rectangulaire 400 x 400 mm Ø 100 mm,CHEM,ACCFLEX,5900856978131,EAN13,175
A06E400400130,F1912130-400400,Plaque de tubage blanche rectangulaire 400 x 400 mm Ø 130 mm,CHEM,ACCFLEX,5900856978186,EAN13,176
A06E400400150,F1912150-400400,Plaque de tubage blanche rectangulaire 400 x 400 mm Ø 150 mm,CHEM,ACCFLEX,5900856978230,EAN13,177
A06E400400180,F1912180-400400,Plaque de tubage blanche rectangulaire 400 x 400 mm Ø 180 mm,CHEM,ACCFLEX,5900856978285,EAN13,178
A06E500500080,F1912080-500500,Plaque de tubage blanche rectangulaire 500 x 500 mm Ø 80 mm,CHEM,ACCFLEX,5900856978094,EAN13,179
A06E500500100,F1912100-500500,Plaque de tubage blanche rectangulaire 500 x 500 mm Ø 100 mm,CHEM,ACCFLEX,5900856978148,EAN13,180
A06E500500130,F1912130-500500,Plaque de tubage blanche rectangulaire 500 x 500 mm Ø 130 mm,CHEM,ACCFLEX,5900856978193,EAN13,181
A06E500500150,F1912150-500500,Plaque de tubage blanche rectangulaire 500 x 500 mm Ø 150 mm,CHEM,ACCFLEX,5900856978247,EAN13,182
A06E500500180,F1912180-500500,Plaque de tubage blanche rectangulaire 500 x 500 mm Ø 180 mm,CHEM,ACCFLEX,5900856978292,EAN13,183
A06F360150,F1915150-360,Plaque de tubage ventilée blanche ronde Ø 360 mm Ø 150 mm,CHEM,ACCFLEX,5900856977769,EAN13,184
A07080,F12B080,Collier INOX Ø 80 mm,CHEM,ACCFLEX,5900856638042,EAN13,185
A07090,F12B090,Collier INOX Ø 90 mm,CHEM,ACCFLEX,5900856638059,EAN13,186
A07100,2FLECGAI100,Collier INOX Ø 100 mm,CHEM,ACCFLEX,3416710257974,EAN13,187
A07111,2FLECGAI111,Collier INOX Ø 111 mm,CHEM,ACCFLEX,3416710161523,EAN13,188
A07125,2FLECGAI125,Collier INOX Ø 125 mm,CHEM,ACCFLEX,3416710084587,EAN13,189
A07140,2FLECGAI140,Collier INOX Ø 140 mm,CHEM,ACCFLEX,3416710084594,EAN13,190
A07150,2FLECGAI150,Collier INOX Ø 150 mm,CHEM,ACCFLEX,3416710084600,EAN13,191
A07180,2FLECGAI180,Collier INOX Ø 180 mm,CHEM,ACCFLEX,3416710084631,EAN13,192
A07200,2FLECGAI200,Collier INOX Ø 200 mm,CHEM,ACCFLEX,3416710084648,EAN13,193
A07250,2FLECGAI250,Collier INOX Ø 250 mm,CHEM,ACCFLEX,3416710084679,EAN13,194
A10080,2FLECHSI080,Chapeau pour flexible Ø 80 mm,CHEM,ACCFLEX,3416710255093,EAN13,195
A10100,2FLECHSI100,Chapeau pour flexible Ø 100 mm,CHEM,ACCFLEX,3416710257950,EAN13,196
A10111,2FLECHSI111,Chapeau pour flexible Ø 111 mm,CHEM,ACCFLEX,3416710161516,EAN13,197
A10125,2FLECHSI125,Chapeau pour flexible Ø 125 mm,CHEM,ACCFLEX,3416710085683,EAN13,198
A10140,2FLECHSI140,Chapeau pour flexible Ø 140 mm,CHEM,ACCFLEX,3416710085690,EAN13,199
A10150,2FLECHSI150,Chapeau pour flexible Ø 150 mm,CHEM,ACCFLEX,3416710085706,EAN13,200
A10180,2FLECHSI180,Chapeau pour flexible Ø 180 mm,CHEM,ACCFLEX,3416710085737,EAN13,201
A10200,2FLECHSI200,Chapeau pour flexible Ø 200 mm,CHEM,ACCFLEX,3416710085744,EAN13,202
A10250,2FLECHSI250,Chapeau pour flexible Ø 250 mm,CHEM,ACCFLEX,3416710085775,EAN13,203
A10300,2FLECHSI300,Chapeau pour flexible Ø 300 mm,CHEM,ACCFLEX,3416710080220,EAN13,204
A11125,B1,Régulateur de tirage universel Ø 125 mm,CHEM,ACCCH,3523830008666,EAN13,205
A11140,B2,Régulateur de tirage universel Ø 140 mm,CHEM,ACCCH,3523830008673,EAN13,206
A15,rem70103,Registre trappe béton section interne 120 x 170 mm encombrement 230 x 250 mm,CHEM,ACCCH,5420056400015,EAN13,207
A17,ED035055,Pince à reduire,CHEM,ACCCH,3476060003508,EAN13,208
A30077,03ALUFLALU004,,CHEM,V04J,3416710090403,EAN13,209
A30080,2ALFGA85080,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 80 mm,CHEM,V04J,3416710090410,EAN13,210
A30100,2ALFGA85100,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 100 mm,CHEM,V04J,3416710090441,EAN13,211
A30111,2ALFGA85111,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 111 mm,CHEM,V04J,3416710090465,EAN13,212
A30120,2ALFGA85120,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 120 mm,CHEM,V04J,3416710090472,EAN13,213
A30125,2ALFGA85125,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 125 mm,CHEM,V04J,3416710090489,EAN13,214
A30140,2ALFGA85140,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 140 mm,CHEM,V04J,3416710090496,EAN13,215
A30150,2ALFGA85150,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 150 mm,CHEM,V04J,3416710090502,EAN13,216
A30160,2ALFGA85160,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 160 mm,CHEM,V04J,3416710090519,EAN13,217
A30200,2ALFGA85200,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 200 mm,CHEM,V04J,3416710090526,EAN13,218
A30250,2ALFGA85250,Flexible alu sans film 3 m semi rigide ALU FLEX Ø 250 mm,CHEM,V04J,3416710090533,EAN13,219
A30B077,2ALFGA85F080,Flexible alu avec film 3 m ø 77,CHEM,V04J,3416710090717,EAN13,220
A30B080,2ALFGA85F080,Flexible alu avec film 3 m ø 80,CHEM,V04J,3416710090724,EAN13,221
A30B100,2ALFGA85F100,Flexible alu avec film 3 m ø 100,CHEM,V04J,3416710090755,EAN13,222
A30B111,2ALFGA85F111,Flexible alu avec film 3 m ø 111,CHEM,V04J,3416710090779,EAN13,223
A30B120,2ALFGA85F120,Flexible alu avec film 3 m ø 120,CHEM,V04J,3416710090786,EAN13,224
A30B125,2ALFGA85F125,Flexible alu avec film 3 m ø 125,CHEM,V04J,3416710090793,EAN13,225
A30B130,2ALFGA85F130,Flexible alu avec film 3 m ø 130,CHEM,V04J,3416710245476,EAN13,226
A30B140,2ALFGA85F140,Flexible alu avec film 3 m ø 140,CHEM,V04J,3416710090809,EAN13,227
A30B150,2ALFGA85F150,Flexible alu avec film 3 m ø 150,CHEM,V04J,3416710090816,EAN13,228
A30B160,2ALFGA85F160,Flexible alu avec film 3 m ø 160,CHEM,V04J,3416710090823,EAN13,229
A31077,03RACCOALU001,,CHEM,V04J,3416710090847,EAN13,230
A31080,03RACCOALU002,Raccord flexible alu ALU FLEX Ø 80 mm,CHEM,V04J,3416710090854,EAN13,231
A31090,03RACCOALU003,,CHEM,V04J,3416710090861,EAN13,232
A31100,03RACCOALU005,Raccord flexible alu ALU FLEX Ø 100 mm,CHEM,V04J,3416710090885,EAN13,233
A31105,03RACCOALU006,,CHEM,V04J,3416710090892,EAN13,234
A31111,03RACCOALU007,Raccord flexible alu ALU FLEX Ø 111 mm,CHEM,V04J,3416710090908,EAN13,235
A31120,03RACCOALU008,Raccord flexible alu ALU FLEX Ø 120 mm,CHEM,V04J,3416710090915,EAN13,236
A31125,03RACCOALU009,Raccord flexible alu ALU FLEX Ø 125 mm,CHEM,V04J,3416710090922,EAN13,237
A31130,03RACCOALU010,,CHEM,V04J,3416710246268,EAN13,238
A31140,03RACCOALU011,Raccord flexible alu ALU FLEX Ø 140 mm,CHEM,V04J,3416710090939,EAN13,239
A31150,03RACCOALU012,Raccord flexible alu ALU FLEX Ø 150 mm,CHEM,V04J,3416710090946,EAN13,240
A31160,03RACCOALU013,Raccord flexible alu ALU FLEX Ø 160 mm,CHEM,V04J,3416710090953,EAN13,241
A31200,03RACCOALU014,Raccord flexible alu ALU FLEX Ø 200 mm,CHEM,V04J,3416710090960,EAN13,242
A31250,03RACCOALU015,Raccord flexible alu ALU FLEX Ø 250 mm,CHEM,V04J,3416710090977,EAN13,243
AC600083,TSC600083,"Kit de courbure - 3PCS (1/4'',3/8'',1/2'')",PAC,ACL,8052967331392,EAN13,244
ACL00100F,11100100F,"BAC DE RECUPERATION CONDENSATS, 850X400",PAC,ACL,8052967000700,EAN13,245
ACL00248,VRRD000248,"TUBE EN CUIVRE ISOLÉ DOUBLE 1/4""X0.8MM-3/8""X0.8MMX30M",PAC,ACL,8022588147016,EAN13,246
ACL00248,VRRD000248,"TUBE EN CUIVRE ISOLÉ DOUBLE 1/4""X0.8MM-3/8""X0.8MMX30M",PAC,ACL,VRRD000248,CODE128,247
ACL00249,VRRD000249,"TUBE EN CUIVRE ISOLÉ DOUBLE 1/4""X0.8MM-1/2""X0.8MMX30M",PAC,ACL,8022588147023,EAN13,248
ACL00250,VRRD000250,"TUBE EN CUIVRE ISOLÉ DOUBLE 3/8""X0.8MM-5/8""X0.8MMX30M",PAC,ACL,8022588147030,EAN13,249
ACL05066V,11105066V,BLOC ANTI-VIBRATIONS EN CAOUTCHOUC EXTREME 20 - H 90 - L 1000 (1 PC),PAC,ACL,8052967001158,EAN13,250
ACL100005,11100005,SUPPORT DE TOIT TRANSVERSAL TELESCOPIQUE 600x500,PAC,ACL,8052967000212,EAN13,251
